"	LoanAmount	CreationDate	fpd_15	data.Request.Input.CB2.MaxDPD	data.Request.Input.CB2.Labelling	data.Request.Input.CB2.CurrentDPD	data.Request.Input.CB2.Outstandingloan	data.Request.Input.CB1.MaxDPD	data.Request.Input.CB1.Labelling	data.Request.Input.CB1.CurrentDPD	data.Request.Input.CB1.Outstandingloan	data.Request.Input.Customer.EducationStatus	data.Request.Input.Customer.TotalExistingExposure	data.Request.Input.Customer.Income.Final	data.Request.Input.Customer.Gender	data.Request.Input.Customer.NumberOfChildren	data.Request.Input.Customer.AddressLGA	data.Request.Input.Customer.Employment.EmployerLGA	data.Request.Input.Customer.Employment.IndustrySector	data.Request.Input.Customer.Employment.BusinessSector	data.Request.Input.Customer.Employment.NumberOfEmployees	data.Request.Input.Customer.DateOfBirth	data.Request.Input.Customer.ResidentialStatus	data.Request.Input.Customer.MaritalStatus	data.Request.Input.Customer.ExistingCustomer	data.Request.Input.Customer.TimeAtAddressMM	data.Request.Input.SalaryService.MonthlyElectricitySpending4	data.Request.Input.SalaryService.MinimumBalance	data.Request.Input.SalaryService.MinimumCredit	data.Request.Input.SalaryService.AvgNumDebitMn	data.Request.Input.SalaryService.MonthlyCashFlow2	data.Request.Input.SalaryService.MonthlyCashFlow3	data.Request.Input.BVN.StateOfOrigin	data.Request.Input.PrevApplication.LoanAmount	data.Request.Input.PrevApplication.LoanTerm	data.Request.Input.PrevApplication.InterestRate	data.Request.Input.Application.RequestedLoanTerm	data.Request.Input.SalaryService.OpeningBalance",,,
"87	2860000.0	2023-01-31	0		NTC				Sub-Prime			Graduate	3133000.0	19049000.0	0	2.0	Ijebu North	Shagamu	Microfinance bank	Utilities	2.0		Owner	Divorced	1	76.0							Katsina State	3272000.0	27.0	9.0	25.0	",,,
"88	1510000.0	2023-08-18	0		NTC		0.0		Near-Prime		0.0	Post Graduate	1820000.0	9031000.0	0		Ojo	Ikenne	Crop Production	Administrative and support service activities		1980-10-18	Renting	Divorced	0								Oyo State				15.0	",,,
"89	130000.0	2023-05-07	1	19.0	Sub-Prime	19.0	10000.0		Near-Prime			Graduate	135000.0	1184000.0	1	1.0	Ikeja	Ikenne	Travel agency", tourism," and related activities	Utilities	1.0	1992-07-18	With Relatives	Married	1	92.0							Kano State	151000.0	13.0	15.0	12.0	",
"90	5550000.0	2023-06-22	0		NTC		0.0	0.0	Near-Prime	0.0	0.0	HND	5727000.0	33406000.0	0		Agege	Oshodi-Isolo	Water collection"," treatment and supply	Administrative and support service activities		1998-10-09	With Relatives	Single	0		18589900.0	-907000.0	0.0	200.0	738000.0	-1784000.0	Edo State				17.0	21000.0",,
"91	600000.0	2023-04-19	1	0.0	NTC	0.0		0.0	Sub-Prime	0.0	10000.0	Graduate	862000.0	5540000.0	0		Ijebu North	Kwali	Paper and paper products	Extraterritorial organizations	2.0		With Relatives	Married	0	22.0							Gombe State				10.0	",,,
"92	2700000.0	2023-06-13	0	0.0	Sub-Prime	0.0	30000.0	319.0	Near-Prime	319.0	20000.0	Post Graduate	2518000.0	14074000.0	1		Surulere	Shomolu	Information and Communication Technology	Government		1972-12-02	Owner	Single	0								Enugu State				16.0	",,,
"93	120000.0	2023-05-09	1	0.0	NTC	0.0	30000.0	0.0	Prime	0.0	0.0	Primary	123000.0	1439000.0	1		Ojo	Ibadan Central	Transport-related services	Agriculture		1980-12-13	With Friends	Married	0								Edo State				11.0	",,,
"94	380000.0	2023-04-18	0	0.0	Prime	0.0		0.0	NTC	0.0	0.0	Graduate	528000.0	2688000.0	0		Mushin	Apapa	Crop Production	Education	6.0	1991-12-25	With Relatives	Married	0		0.0	118200.0	100.0	250.0	546000.0	85000.0	Ogun State				10.0	",,,
"95	240000.0	2023-03-16	0	58.0	NTC	58.0	1560000.0	0.0	Prime	0.0	0.0	Graduate	542000.0	3943000.0	1	2.0	Ijebu North	Ajeromi-Ifelodun	Architectural and engineering activities	Services	4.0	1990-09-18	With Friends	Widowed	1	73.0							Delta State	436000.0	11.0	16.0	11.0	",,,
"96	230000.0	2023-06-16	1		Near-Prime				NTC			Secondary	239000.0	827000.0	0		Ikeja	Abeokuta North	Secondary Education	Agriculture		1999-10-28	Owner	Widowed	0	161.0							Niger State				15.0	",,,
"97	630000.0	2023-01-14	1	34.0	Near-Prime	28.0	80000.0	0.0	Sub-Prime	0.0	50000.0	Secondary	572000.0	46126000.0	0	1.0	Ikeja	Akure North	Merchant Banks and Other Wealth Management institutions	Agriculture	7.0	1984-03-26	With Friends	Married	1	45.0	0.0	-5000.0	0.0	50.0	11000.0	-375000.0	Ogun State	178000.0	10.0	31.0	23.0	",,,
"98	260000.0	2023-11-17	0	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0	100000.0	Secondary	1698000.0	7396000.0	1	0.0	Abuja Municipal	Surulere	Home Developers	Extraterritorial organizations	3.0		Owner	Divorced	1	8.0		-317100.0	0.0	70.0			Plateau State	413000.0	12.0	16.0	3.0	",,,
"99	1010000.0	2023-09-18	1	0.0	Sub-Prime	0.0	20000.0	30.0	Near-Prime	0.0	0.0	Post Graduate	1292000.0	3753000.0	0	13.0	Shomolu	Ibeju/Lekki	Home Developers	Professional"," scientific and technical activities	2.0		Owner	Widowed	0	6.0		100.0	0.0	120.0			Ebonyi State				5.0	474000.0",,
"100	610000.0	2023-09-12	0		Prime		0.0	0.0	Sub-Prime	0.0	0.0	Graduate	490000.0	2517000.0	0		Kosofe	Bwari	Water Collection"," treatment and supply	Finance	3.0	1987-03-27	With Friends	Single	0								OYO State				17.0	",,
"101	120000.0	2023-05-30	1		Prime		0.0	0.0	Near-Prime	0.0	0.0	HND	108000.0	707000.0	0		Ifako-Ijaye	Shomolu	Charity	General		1987-10-14	With Relatives	Married	0								Kebbi State				18.0	",,,
"102	830000.0	2023-04-28	0	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0	0.0	Secondary	1651000.0	14839000.0	0		Shomolu	Mushin	Residential care activities	Oil and Gas		1995-11-24	Owner	Married	0	5.0							Bayelsa State				12.0	",,,
"103	190000.0	2023-07-11	0	0.0	Sub-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	964000.0	5525000.0	0		Bwari	Ikorodu	Other business support activities	General	4.0	1999-07-08	With Friends	Married	0	34.0	5382900.0	-123100.0	0.0	100.0	-682000.0	477000.0	Katsina State				13.0	0.0",,,
"104	450000.0	2023-04-02	0	4060.0	Sub-Prime	4060.0	0.0	0.0	Sub-Prime	0.0	0.0	Post Graduate	499000.0	3249000.0	0	3.0	Ijebu Ode	Lagos Mainland	Other education	Oil and Gas	5.0	1974-04-24	With Relatives	Married	0	1.0	210000.0	100.0	0.0	250.0	12000.0	-18000.0	Plateau State				13.0	",,,
"105	190000.0	2023-03-22	1	0.0	Sub-Prime	0.0		0.0	Prime	0.0	0.0	Post Graduate	221000.0	1153000.0	0		Eti-Osa	Ibadan Central	Car Dealer	Finance	1.0	1987-05-24	Renting	Widowed	0		4700.0	0.0	0.0	320.0	9000.0	-60000.0	Rivers State				3.0	",,,
"106	5190000.0	2023-08-26	0	0.0	Near-Prime	0.0	0.0		Prime		0.0	Primary	5656000.0	30355000.0	0		Amuwo-Odofin	Lagos Mainland	Building materials	Government	3.0	1995-11-10	Renting	Married	1	1.0							OYO State	5495000.0	20.0	8.0	18.0	",,,
"107	900000.0	2023-06-22	0	0.0	Sub-Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Graduate	1271000.0	5386000.0	0		Eti-Osa	Abeokuta North	Plantation	Services		1963-05-01	With Friends	Married	0								Kebbi State				16.0	",,,
"108	1190000.0	2023-06-26	0	0.0	NTC	0.0	100000.0		NTC		0.0	Post Graduate	1311000.0	5602000.0	0		Eleme	Asari-Toru	Independent Power Projects (IPP)	Real estate activities	2.0	1996-11-04	Renting	Married	0		6230300.0	100.0	0.0	70.0	-524000.0	199000.0	ABIA State				14.0	107000.0",,,
"109	960000.0	2023-05-08	0	30.0	Sub-Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Primary	1164000.0	4621000.0	1		Lagos Mainland	Oshodi-Isolo	Computer programming"," consultancy and related activities	Real estate activities	3.0	1981-05-01	Owner	Divorced	0		0.0	12100.0	100.0	50.0	-651000.0	-56000.0	Katsina State				17.0	138000.0",,
"110	170000.0	2023-05-16	0	0.0	NTC	0.0	0.0	0.0	Sub-Prime	0.0	380000.0	Graduate	5025000.0	44512000.0	0	0.0	Surulere	Port-Harcourt	Educational support services	Transportation and storage	5.0		With Friends	Married	1	140.0							LAGOS State	2848000.0	53.0	9.0	13.0	",,,
"111	3280000.0	2023-07-31	0	0.0	Near-Prime	0.0	0.0		Prime		0.0	Graduate	5118000.0	57587000.0	0		Ijebu North	Ajeromi-Ifelodun	Multilateral Development Agencies (MDA)	Utilities		1979-10-11	Renting	Married	0								DELTA State				17.0	",,,
"112	110000.0	2023-04-10	1		NTC				Near-Prime			Graduate	144000.0	946000.0	0		Ikeja	Eleme	Parliamentary/politics	Finance	1.0	1996-07-18	Owner	Single	0	106.0							Niger State				10.0	",,,
"113	4780000.0	2023-06-11	0	0.0	NTC	0.0	0.0		Near-Prime		0.0	Post Graduate	4862000.0	87208000.0	0		Abeokuta South	Port Harcourt	Creative arts and entertainment activities	Non-Governmental Organization	1.0	1994-04-27	Renting	Married	1								Nasarawa State	356000.0	12.0	15.0	14.0	",,,
"114	2510000.0	2023-04-05	0		Sub-Prime			0.0	Sub-Prime	0.0		Post Graduate	3597000.0	25276000.0	0		Ifo	Port-Harcourt	Pharmaceutical products and preparations	Wholesale and retail trade	8.0	1984-12-31	With Relatives	Widowed	0								OGUN State				11.0	",,,
"115	180000.0	2023-05-03	1	0.0	Prime	0.0	10000.0	522.0	Near-Prime	522.0	1220000.0	HND	553000.0	2999000.0	1	2.0	Ijebu Ode	Abeokuta North	Fabricated metal products	Mining and Quarrying	4.0	1981-05-27	With Friends	Married	1	42.0							kaduna State	1176000.0	7.0	11.0	12.0	",,,
"116	220000.0	2023-04-10	1	0.0	NTC	0.0			Near-Prime			Post Graduate	252000.0	2034000.0	1		Badagry	Abaji	Motion picture"," sound recording and music publishing activities	Professional"," scientific and technical activities		1990-03-08	With Relatives	Widowed	0								Enugu State				11.0	",
"117	810000.0	2023-10-12	0		Prime		0.0		NTC		0.0	Post Graduate	848000.0	4674000.0	0		Port Harcourt	Amuwo-Odofin	Wood and related products	Waste Management Activities		1990-10-18	With Friends	Divorced	0								Rivers State				15.0	",,,
"118	670000.0	2023-08-04	0		Near-Prime		0.0	0.0	Prime	0.0	20000.0	Post Graduate	793000.0	3520000.0	0		Ifako-Ijaye	Abeokuta North	Land transport	Utilities		1993-05-08	Renting	Married	0		2835700.0	-24000.0	0.0	200.0	-226000.0	6000.0	Kaduna State				18.0	56000.0",,,
"119	230000.0	2023-05-01	1	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	256000.0	1644000.0	0		Kwali	Epe	Commercial Property	Agriculture	2.0	1996-04-16	Renting	Married	0								OYO State				11.0	",,,
"120	4640000.0	2023-07-10	1	0.0	Sub-Prime	0.0	0.0		Sub-Prime		0.0	Secondary	4870000.0	22166000.0	0		Kosofe	Alimosho	Wood and related products	Wholesale and retail trade		1991-06-18	With Relatives	Widowed	0								Edo State				13.0	",,,
"121	400000.0	2023-09-01	0		Prime		0.0	0.0	Prime	0.0	0.0	Secondary	501000.0	3181000.0	1		Ojo	Asari-Toru	Religious bodies	Non-Governmental Organization	1.0	1986-02-13	Renting	Widowed	0	6.0							OSUN State				14.0	",,,
"122	160000.0	2023-06-07	0		NTC		0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	361000.0	3030000.0	0		Shagamu	Surulere	Wood and related products	Extraterritorial organizations	0.0	1976-01-10	With Friends	Widowed	0	145.0	0.0	400.0	100.0	80.0	10000.0	79000.0	DELTA State				14.0	623000.0",,,
"123	1300000.0	2023-03-04	0	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0	0.0	HND	1582000.0	411000.0	0	0.0	Ikeja	Alimosho	Chemicals and chemical products	Waste Management Activities	7.0	1990-06-12	With Relatives	Single	0	129.0	0.0	200.0	100.0	390.0	-47000.0	-47000.0	Abia State				20.0	",,,
"124	3080000.0	2023-02-20	1	0.0	NTC	0.0	0.0	0.0	NTC	0.0	0.0	Post Graduate	2431000.0	10841000.0	1		Shomolu	Ikorodu	Crop Production	General		1980-12-20	With Friends	Married	0								OYO State				31.0	",,,
"125	230000.0	2023-05-23	1	0.0	Sub-Prime	0.0	0.0	0.0	Prime	0.0	0.0	Post Graduate	638000.0	3748000.0	0		Surulere	Ibeju/Lekki	Restaurant	Administrative and support service activities		1991-02-11	Owner	Single	0								Adamawa State				14.0	",,,
"126	230000.0	2023-03-27	1	0.0	Sub-Prime	0.0		0.0	Near-Prime	0.0		Post Graduate	302000.0	2304000.0	1		Surulere	Ikenne	Remediation activities	Construction		2000-08-25	Owner	Widowed	1								Sokoto State	223000.0	13.0	28.0	12.0	",,,
"127	3180000.0	2023-09-30	0		NTC		0.0		Near-Prime		0.0	Graduate	2372000.0	23491000.0	0		Agege	Shomolu	Power distribution	Utilities		1985-01-27	With Friends	Divorced	0								kaduna State				13.0	",,,
"128	2950000.0	2023-06-24	0	0.0	Near-Prime	0.0	0.0		Sub-Prime		0.0	Post Graduate	2967000.0	17816000.0	0		Apapa	Kwali	Commercial bank	Finance		1986-11-19	Renting	Married	0		0.0	0.0	0.0	280.0	-3000.0	18000.0	ABIA State				17.0	641000.0",,,
"129	140000.0	2023-06-10	0	0.0	Near-Prime	0.0	0.0	0.0	Prime	0.0	0.0	Graduate	366000.0	3324000.0	0		Ikeja	Gwagwalada	Wholesale trade	Waste Management Activities		1981-08-23	With Friends	Single	1								FCT	193000.0	13.0	16.0	10.0	",,,
"130	1400000.0	2023-06-07	0	0.0	NTC	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Graduate	3380000.0	40188000.0	1		Port Harcourt	Shagamu	Gasoline stations	Administrative and support service activities		1986-10-04	With Friends	Widowed	0	8.0							Edo State				14.0	",,,
"131	210000.0	2023-05-19	0	0.0	NTC	0.0	0.0	0.0	NTC	0.0	0.0	Graduate	871000.0	4131000.0	1		Abeokuta South	Bwari	Motor vehicles	Waste Management Activities		2002-03-09	With Relatives	Widowed	0			100.0	0.0	130.0			Kwara State				14.0	29000.0",,,
"132	230000.0	2023-04-08	1	915.0	Sub-Prime	915.0	230000.0	0.0	Prime	0.0	140000.0	Graduate	235000.0	2945000.0	1		Eleme	Ibeju/Lekki	Leather and related products	Real estate activities		1983-01-04	With Friends	Married	1								Bauchi State	87000.0	4.0	7.0	12.0	",,,
"133	190000.0	2023-06-07	1	0.0	NTC	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Graduate	161000.0	837000.0	0	4.0	Port Harcourt	Mushin	Independent Power Projects (IPP)	Online	2.0	1981-08-10	Owner	Married	0	151.0							Oyo State				17.0	",,,
"134	230000.0	2023-05-05	1	851.0	NTC	851.0	0.0	0.0	Prime	0.0	0.0	HND	573000.0	4532000.0	0	1.0	Surulere	Eti-Osa	Transport related	Services	0.0	1975-11-06	With Relatives	Single	1	73.0							Kogi State	149000.0	17.0	23.0	13.0	",,,
"135	210000.0	2023-04-17	1	0.0	Near-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	512000.0	2819000.0	1		Ijebu Ode	Ikeja	Lending	Finance		1994-01-30	Renting	Single	0								Cross River State				13.0	",,,
"136	1000000.0	2023-09-09	0	360.0	Sub-Prime	0.0	4140000.0	719.0	Sub-Prime	719.0	3340000.0	Post Graduate	1255000.0	11075000.0	0		Abeokuta South	Ajeromi-Ifelodun	Field services	Professional"," scientific and technical activities		1993-08-01	Owner	Married	0		178100.0	22400.0	0.0	320.0	251000.0	-23000.0	Nasarawa State				15.0	918000.0",,
"137	190000.0	2023-03-01	1	0.0	Prime	0.0		0.0	Prime	0.0		Post Graduate	233000.0	11327000.0	0		Ojo	Eti-Osa	Wood and related products	Education	0.0	1991-04-22	With Friends	Divorced	1		12000.0	200.0	0.0	60.0	0.0	0.0	Akwa Ibom State	187000.0	11.0	17.0	11.0	",,,
"138	3140000.0	2023-03-12	0	0.0	NTC	0.0	70000.0	0.0	Sub-Prime	0.0	0.0	Post Graduate	2531000.0	2279000.0	0	9.0	Ijebu Ode	Abuja Municipal	Gasoline stations	Education	7.0		With Relatives	Widowed	0	150.0	0.0	-9101500.0	0.0	290.0	-154000.0	269000.0	Ebonyi State				13.0	",,,
"139	190000.0	2023-05-31	1		Near-Prime				Near-Prime			Graduate	299000.0	2342000.0	0		Ibeju/Lekki	Akure North	Federal(Direct)	Finance		1979-06-25	With Friends	Divorced	0								Kebbi State				10.0	",,,
"140	1720000.0	2023-03-30	0	0.0	Sub-Prime	0.0	1270000.0	0.0	Near-Prime	0.0	1820000.0	Post Graduate	3074000.0	21100000.0	0		Lagos Mainland	Ijebu Ode	Advertising and market research	Utilities	6.0	1971-10-02	With Friends	Single	1								Akwa Ibom State	1256000.0	23.0	11.0	10.0	",,,
"141	1800000.0	2023-07-25	0	0.0	Sub-Prime	0.0	0.0		Near-Prime		0.0	Post Graduate	2530000.0	8819000.0	0		Abeokuta North	Ikenne	Other mining and quarrying	Professional"," scientific and technical activities	2.0	1989-02-01	Renting	Divorced	0	23.0							Kano State				18.0	",,
"142	1670000.0	2023-07-18	0	0.0	Near-Prime	0.0	0.0	60.0	Near-Prime	60.0	2110000.0	Graduate	1853000.0	8088000.0	1		Eti-Osa	Bwari	Water transport	Finance		1990-11-21	With Relatives	Divorced	0								Yobe State				14.0	",,,
"143	570000.0	2023-11-10	0	0.0	Near-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	453000.0	5404000.0	0		Kosofe	Abeokuta North	Other professional"," scientific and technical activities	Construction		1978-02-25	Renting	Divorced	0		0.0	0.0	0.0	90.0	-86000.0	40000.0	Enugu State				18.0	447000.0",,
"144	3340000.0	2023-05-30	0	0.0	Near-Prime	0.0	0.0		Near-Prime		0.0	Post Graduate	4973000.0	3421000.0	0		Lagos Island	Kosofe	Computer programming"," consultancy and related activities	Information and communication		1992-12-25	With Relatives	Single	0	1.0	677200.0	-221800.0	0.0	390.0	-424000.0	-1239000.0	Enugu State				17.0	2004000.0",,
"145	1230000.0	2023-03-29	0	0.0	NTC	0.0	0.0		Sub-Prime			Primary	3527000.0	20457000.0	0		Ifo	Bwari	Creative arts and entertainment activities	Power and Energy		1984-10-01	With Relatives	Married	0								Yobe State				11.0	",,,
"146	970000.0	2023-09-03	0	0.0	Prime	0.0	0.0		Sub-Prime		0.0	Primary	1375000.0	5631000.0	0		Abeokuta South	Ibadan Central	Restaurant	Online	2.0	1977-06-11	With Friends	Divorced	0	84.0							Kogi State				15.0	",,,
"147	4030000.0	2023-08-14	1	0.0	Near-Prime	0.0	210000.0		Sub-Prime		0.0	Post Graduate	5899000.0	44150000.0	1		Ibeju/Lekki	Oshodi-Isolo	Telecommunications	Construction	0.0	1991-08-27	With Relatives	Married	1		0.0	800.0	200.0	210.0	286000.0	-558000.0	Kebbi State	399000.0	28.0	17.0	14.0	12000.0",,,
"148	530000.0	2023-04-13	0	0.0	Near-Prime	0.0	1350000.0	0.0	Sub-Prime	0.0	970000.0	Graduate	555000.0	766000.0	1		Port Harcourt	Kosofe	Gasoline stations	Consumer Goods	3.0		Renting	Widowed	0	121.0	0.0	0.0	0.0	180.0	31000.0	-24000.0	Cross River State				12.0	",,,
"149	190000.0	2023-04-21	1	0.0	Sub-Prime	0.0	680000.0		Near-Prime			Graduate	645000.0	4872000.0	0		Oshodi-Isolo	Agege	Other Manufacturing	Utilities			With Friends	Married	0								Edo State				11.0	",,,
"150	130000.0	2023-04-14	0	0.0	NTC	0.0	10000.0	0.0	Sub-Prime	0.0	0.0	Primary	116000.0	830000.0	1		Oshodi-Isolo	Kwali	Power generation/power plants	Consumer Goods		1999-07-26	With Relatives	Divorced	1		0.0	300.0	100.0	170.0	-17000.0	1000.0	Bauchi State	99000.0	2.0	28.0	14.0	12000.0",,,
"151	420000.0	2023-05-23	0		Sub-Prime		0.0	0.0	Prime	0.0	0.0	HND	394000.0	1648000.0	0		Badagry	Alimosho	Apparel Retail	Information and communication		1974-11-12	Renting	Married	0		0.0	-65600.0	700.0	50.0	230000.0	11000.0	Kebbi State				15.0	1000.0",,,
"152	130000.0	2023-06-29	0		Near-Prime		0.0		Near-Prime		0.0	Post Graduate	234000.0	873000.0	0		Ijebu Ode	Obafemi-Owode	Crop Production	Finance	0.0	1965-09-12	Renting	Widowed	0	31.0							Delta State				13.0	",,,
"153	160000.0	2023-06-04	1	0.0	Near-Prime	0.0	0.0	0.0	NTC	0.0	0.0	Graduate	2884000.0	27689000.0	1		Abeokuta North	Abaji	Chemicals and chemical products	Utilities	1.0	1996-12-14	Owner	Widowed	0								Akwa Ibom State				10.0	",,,
"154	150000.0	2023-05-26	0	30.0	Prime	0.0	190000.0	0.0	Sub-Prime	0.0	370000.0	Post Graduate	160000.0	963000.0	0		Surulere	Oshodi-Isolo	Textiles and Wearing Apparel	Construction	0.0	1994-07-05	With Friends	Married	0		0.0	0.0	0.0	350.0	-51000.0	30000.0	Anambra State				11.0	0.0",,,
"155	1000000.0	2023-06-28	0	0.0	Sub-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	955000.0	2257000.0	0		Mushin	Ibeju/Lekki	Other education	General		1983-06-27	Renting	Single	0		0.0	100.0	500.0	290.0	-130000.0	-179000.0	Kogi State				15.0	189000.0",,,
"156	170000.0	2023-05-08	1	0.0	NTC	0.0	20000.0	0.0	Near-Prime	0.0	0.0	Secondary	153000.0	1693000.0	1		Ifo	Ikenne	Creative arts and entertainment activities	Finance	1.0	1985-01-14	With Relatives	Widowed	1	27.0	0.0	100.0	0.0	110.0	14000.0	-1000.0	Niger State	94000.0	12.0	30.0	13.0	1000.0",,,
"157	130000.0	2023-06-01	0	30.0	Near-Prime	0.0	5730000.0	0.0	Prime	0.0	460000.0	Post Graduate	1178000.0	5854000.0	0	2.0	Ojo	Ojo	Lending	Finance	4.0	1975-06-18	With Relatives	Single	1	88.0							Abia State	144000.0	23.0	11.0	14.0	",,,
"158	220000.0	2023-03-19	1	0.0	Near-Prime	0.0		0.0	Near-Prime	0.0	30000.0	Secondary	396000.0	3554000.0	0		Ifako-Ijaye	Eti-Osa	Other mining and quarrying	Construction	6.0	1983-01-17	With Friends	Divorced	0								Ebonyi State				14.0	",,,
"159	620000.0	2023-09-23	1	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0	220000.0	Graduate	572000.0	3472000.0	1	2.0	Kosofe	Obafemi-Owode	Oil - Midstream/oil servicing	Construction	5.0	1974-02-19	Renting	Widowed	1	140.0	2890500.0	-58200.0	0.0	180.0	-188000.0	47000.0	Borno State	1146000.0	11.0	9.0	14.0	175000.0",,,
"160	1940000.0	2023-05-17	0	0.0	NTC	0.0	0.0		Near-Prime			Graduate	2647000.0	15179000.0	0		Abeokuta South	Ikenne	Pensions Fund Administration and Custodians	Information and communication	2.0	1974-12-24	Renting	Widowed	1								Kogi State	2838000.0	11.0	10.0	12.0	",,,
"161	1790000.0	2023-06-28	0	0.0	NTC	0.0	1210000.0	0.0	Prime	0.0	0.0	Post Graduate	4696000.0	23738000.0	0		Shomolu	Kosofe	Warehousing and support activities	Administrative and support service activities	6.0	1988-12-30	Owner	Single	0		53451300.0	-5791000.0	0.0	320.0	-408000.0	-257000.0	Abia State				11.0	9308000.0",,,
"162	170000.0	2023-01-27	0	128.0	NTC	128.0	0.0	0.0	Sub-Prime	0.0	0.0	Graduate	552000.0	4100000.0	0		Oshodi-Isolo	Ifo	Building materials	Administrative and support service activities		1996-03-02	With Relatives	Divorced	0								Kebbi State				12.0	",,,
"163	4080000.0	2023-08-06	0		NTC		0.0	0.0	Near-Prime	0.0	0.0	Secondary	5938000.0	88310000.0	0		Shagamu	Ifako-Ijaye	Textiles and Wearing Apparel	Oil and Gas	2.0	1992-05-05	Owner	Divorced	0		0.0	1200.0	0.0	90.0	-650000.0	1030000.0	Taraba State				17.0	407000.0",,,
"164	110000.0	2023-03-11	1	0.0	Prime	0.0	0.0	0.0	Prime	0.0	140000.0	Post Graduate	173000.0	1173000.0	0	2.0	Ojo	Oshodi-Isolo	Pensions Fund Administration and Custodians	Arts"," entertainment and recreation	13.0	1983-02-11	Owner	Married	1	4.0							Taraba State	58000.0	6.0	5.0	10.0	",,
"165	180000.0	2023-01-15	0	0.0	NTC	0.0		0.0	Near-Prime	0.0	0.0	Graduate	1631000.0	8693000.0	1		Mushin	Port Harcourt	Telecommunications	Online		1999-05-19	Owner	Divorced	0								kaduna State				13.0	",,,
"166	200000.0	2023-05-25	0	0.0	NTC	0.0	0.0	1.0	NTC	1.0	0.0	Post Graduate	161000.0	17087000.0	0		Ifako-Ijaye	Ifako-Ijaye	Retail trade	Consumer Goods		1973-02-13	Owner	Widowed	0		0.0	-1700.0	0.0	140.0	-56000.0	39000.0	Akwa Ibom State				10.0	134000.0",,,
"167	340000.0	2023-05-11	1	0.0	Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Graduate	336000.0	1662000.0	0	1.0	Ijebu Ode	Abeokuta North	Waste collection"," treatment and disposal	Professional"," scientific and technical activities	11.0	1986-12-10	With Relatives	Divorced	0	39.0							Kogi State				13.0	",
"168	230000.0	2023-06-09	0	0.0	Sub-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Graduate	733000.0	3926000.0	0	3.0	Lagos Mainland	Akure North	Gasoline stations	Real estate activities		1979-02-20	With Relatives	Divorced	1	415.0							kaduna State	243000.0	24.0	15.0	13.0	",,,
"169	180000.0	2023-05-20	1	0.0	Near-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Graduate	295000.0	2195000.0	0		Shagamu	Akure North	Fishing	Natural Resources		1991-12-15	Renting	Widowed	0								Yobe State				12.0	",,,
"170	150000.0	2023-04-27	1		Sub-Prime				Sub-Prime			Graduate	111000.0	871000.0	0		Ifo	Ojo	Electronics	Waste Management Activities	2.0	1991-04-27	Renting	Single	1	0.0							Kano State	212000.0	3.0	24.0	10.0	",,,
"171	230000.0	2023-05-29	1	0.0	Sub-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Primary	1571000.0	8524000.0	0		Epe	Ikorodu	Asset management	Online	1.0	1991-02-12	Renting	Widowed	1								Ogun State	1854000.0	18.0	10.0	13.0	",,,
"172	1010000.0	2023-05-08	0	0.0	Near-Prime	0.0	60000.0	0.0	Prime	0.0	0.0	Secondary	2562000.0	18019000.0	0		Eti-Osa	Eleme	Wood and related products	General	6.0	1959-07-06	Renting	Divorced	0								Bauchi State				12.0	",,,
"173	400000.0	2023-07-14	0		Near-Prime		0.0	0.0	Sub-Prime	0.0	0.0	Post Graduate	442000.0	1934000.0	0		Lagos Mainland	Bwari	Power generation/power plants	Real estate activities		1981-10-18	Owner	Married	0		4891300.0	-366300.0	700.0	20.0	-14000.0	15000.0	Imo State				14.0	5000.0",,,
"174	3630000.0	2023-09-12	0		Near-Prime		0.0	0.0	Sub-Prime	0.0	0.0	Graduate	3046000.0	17016000.0	0		Ijebu North	Akure North	Coal"," Lignite and Metal Ores	Professional"," scientific and technical activities	2.0	1974-03-25	With Friends	Widowed	1								OYO State	1634000.0	15.0	10.0	15.0	",
